index,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
128468,af1886d69caa7c17,"2008 (UTC)

Dont sweat these fucks, man, Vitual Steve can ramm his dog, and fuck scarian hes a fucking prick.
they all do suck black dick, huh bro?  20:45, 29 July",1,0,1,0,1,0
63790,aaaeb31c5d366711,"Hey, don't be a faggot.",1,0,1,0,1,1
146332,2a9ca1f93e836ad1,"You're right.  I've redirected The Sun back to The Sun (newspaper), and put a small notice on the top of the latter article. It's a big page move and there doesnt appear to be any concensus for it.",0,0,0,0,0,0
92711,f7e6e635b89a219d,Agreed. Removed. (  ),0,0,0,0,0,0
7389,13a31a45e3e04f30,"Relations to other breeds 

Is there any relation to the [German Pinscher] or [Doberman] or any similar breeds?  The markings on black and tan dogs seem very similar.",0,0,0,0,0,0
1928,0538fb8b2eef622e,"Moral Defense, you slimy toad you.",1,0,0,0,1,0
131600,c01756b57e43365c,"""

 I think I did it. The first is OK the second one gave me """"No revisions can be merged. """".    """,0,0,0,0,0,0
101818,20d5a6c1a45c0663,where'd you get that information you dont know shit about DDG,1,0,0,0,0,0
85236,e403257d0be1e889,""":He's in a group that was created as an homage to the Legion of Superheroes, he has a cousin who shares his powers and his real name is a combination of """"Kal"""" and """"Clark"""". It seems fairly obvious to me. (Although there's also a case to be made for Mon-El.)   

""",0,0,0,0,0,0
36925,629e62f2b60b5860,GO FU CK YOUR DE AD MUM AND LICK HER CORPSE YOU DIRTY LITTLE W HORE GET A LIFE YOU PATHETIC EXCUSE OF A HUMAN BEING,1,1,1,0,1,0
88500,ecbf28cc2226c833,"You're right; I'm sorry.  I did look, and I found the about.com article too, but I didn't think about.com was a reliable source.  But this time I also found this, which is probably a reliable source.",0,0,0,0,0,0
148192,484f80f16d0611ca,"""
The following is what is currently written in the religion section, which I am fine with. I've combined two of the paragraphs because they have to do with one poll:

Iranians of all religious backgrounds in the United States have comparatively a mix of liberal, conservative and nationalist political leaning and opinions. Iranian-Americans thus are largely secular and tend to practice moderate, less traditional religious forms, but have strong cultural traditions.

According to a 2012 Zogby-PAAIA poll, most Iranian-Americans appear not to practice any particular religion at all, showing many to be irreligious, agnostic and atheist. The poll found the remaining balance split among Muslims, Christians, followers of Judaism, Baha'is and Zoroastrians, with the results as follows: Muslim: 31%, """"No response"""": 15%, Atheist/Realist/Humanist: 11%, Agnostic: 8%, (Irreligious: 34%), Baha’i: 7%, Jewish: 5%, Protestant: 5%, Roman Catholic: 2%, Zoroastrian: 2%, and """"Other"""": 15%. """"There are religious and ethnolinguistic differences among the Muslim, Jewish, Baha'i, Zoroastrian, Christian, Armenian, Azerbaijani, Kurdish, and Assyrian groups"""".Nilou Mostofi, Who We Are: The Perplexity of Iranian-American Identity, The Sociological Quarterly (published by: Blackwell Publishing on behalf of the Midwest Sociological Society), Vol. 44, No. 4 (Autumn, 2003), pp. 681–703, p. 685 Calculating the percentage of Christian Iranian-Americans is difficult because most Iranian Christians are of Armenian or Assyrian origin and self-identify as such rather than as Iranian.  """,0,0,0,0,0,0
2787,078537cc29cb2665,"Nuremberg Laws
Hi, I noticed that you added a historical journal article as a source.  I was wondering where you found that article, if you don't mind me asking.  I would like to read it if I could. Thanks.",0,0,0,0,0,0
113324,5e02e06be5c4ed9e,Go fuck yourself you piece of shit.,1,1,1,0,1,0
72686,c276e68a4b8babb1,"Okay thanks, that's what I was looking for, especially the Newsweek piece which speaks to its importance.  I've added text about this to the article, using that and the MIT AI Lab page as sources.  But I'm not sure about using the screenshot; the Flickr image is copyrighted to Casey – was he a federal employee or a contractor? – and the site may have actually been owned by the MIT lab for all we know.  Images put up on congressional websites have often fallen into a grey area in this regard.",0,0,0,0,0,0
93527,fa0f79d463402ac8,"PS3 with episode 

not true R* did not conform this it was a sorse that conformed this but not R* or R* North so its not a fact also R* and Peter Moore both stated that it was EXCLUSIVE for the XBOX 360 and is avalible after a month on Xbox Live market so the info about the PS3 is false untill R* SAYS SO not some magizine",0,0,0,0,0,0
73339,c437acd54dbe3640,"""
 You keep harping on this, but you still don't claim there is any other possible meaning to what Shinseki is reported to have told Rumsfeld.  Telling ones superior that his plan will not be implemented is insubordination; that's what the word means.  """"Came close to"""" is pulling the punch.  And whether it's in quote marks or not, it's what Babbin's source told him Shinseki said.  I'm not convinced, so unless I see a better argument within half an hour, I'm going to restore the line, as it was before the vandal with the multiple IP addresses started messing with it.   """,0,0,0,0,0,0
71972,c0ae121f072a6923,"""
Time to start final editing
This article now has a wealth of information, more than enough to cover the subject. I suggest we begin to go through a section at a time and tighten up.
Is all sourced with recognized reliable sources? A scholarly article in a peer reviewed article may be a more appropriate source than a book review in a church magazine. (For instance, maybe the Lutheran Church parish magazine is not the best place to find scholarly information on Martin Luther? I'm Lutheran, so I can poke at myself for fun.)
Is the grammar OK?
How is POV?
Is it covered in other articles and can be removed or moved to the appropriate article?
Evaluate the number and usefulness of some of the citations.
I share some (not all) of Blue Tie's frustrations about the article. Perhaps some fresh editors can read through it for continuity and point out where the article is unclear and where it is too detailed or muddled.
Are our sources balanced? Have we used too many or too few apologetic works?
Have we strayed into Original Research by using so much from the Journal of Discourses? Do any of the established reliable sources cover this same material? Can we quote from them instead? I don't know, but think it should be discussed.

Blue Tie's comments about the background section intro have made me evaluate some of what I wrote. I still need to tighten up and give attributions. I might say """"Historians Brooks and Quinn, as well as others, attribute the Mountain Meadows massacre to a number of factors relating to the conditions in the Utah Territory in 1857."""" Both are mentioned in the ref sections for curious readers to check out. The succeeding subsections should point to the exact citations in those sources.

We need to be evaluating and clarifying, not expanding. (Yes, this is my opinion and it is never humble.) The article is not coming together, it is becoming unwieldy. I came in to help with citations, so I have little ownership for the earlier content. Perhaps my edits have only added to the confusion. I am trying to remain neutral, but it is easy to get sucked in. Are there tools to use for editing? I have been using a sandbox to do major re-writes, then moving it over. Do we want to take a section at a time somewhere else and cuss and discuss it? I have never worked to create a featured article, so I look for guidance in the best way to proceed.

There are basically three of us now editing, and it may be time to step back and let others with a fresh eye work for a while. I know I have miles of articles to go before I sleep. So, I am looking for direction. (and going to work.)  """,0,0,0,0,0,0
82261,dc12979a0c02727f,Isn't it obvious?  He is Rialian the owner of Rialian.com,0,0,0,0,0,0
30243,504a717435cebe48,"""

Yeah I'm actually a seven-year-old black Australian midget.►''''''Holla! """,0,0,0,0,0,0
36268,60eb339bc6e83ef8,"Great userpage! Thank you for being respectful of the community, if you need anything just ask.",0,0,0,0,0,0
116732,700c9e9647e6d7b6,User:Emiellaiendiay copy editted the spirituality section. Francis copyeditted life and death section. Hopefully Mtevfrog will be also back. Happy editting -),0,0,0,0,0,0
77581,cfdbac393952cde2,"""

 Nuremberg 

I read in a history book that Goring had """"smiled and appeared bored"""" while watching footage of the Holocaust the trials, and that he his """"jokes about the Holocaust and lack of remorse horrified judges"""".  I don't see this in the article.  There is very little about Nuremberg in this article.66.177.73.86  """,0,0,0,0,0,0
56327,968455b020ab3edf,Merged-to|List of Disney's Hercules characters,0,0,0,0,0,0
132274,c3d8b025e2b37f4c,"use of clown triggerfish 

Dear Derek,

I would like to use your image for a species id board at an aquarium in Portugal. If this ok, then could we use it for other species ID boards? 

Best wishes
Olivia Walter
86.158.251.211",0,0,0,0,0,0
157160,d9bd6738899b0484,"Gummo Marx is relatively unknown and had the lousy luck of quitting before the act became famous. Xenia is likewise little-known and unlucky. At least, that's my guess; I could be talking out of my ass.",1,0,1,0,0,0
43697,74a36b3e194ba53b,I have started a discussion about this on WP:AIRLINES. You may feel free to comment.,0,0,0,0,0,0
25966,44c118b051d617af,"""

 FISHERQUEEN ( Actually A TRASHY DUSTBIN ) IS BLOCKED IN LIFE FOREVER AND FOR LIFE INDEFINITELY 

 FISHERQUEEN IS ACTUALLY A TRASHY DUSTBIN WHO IS BLOCKED IN LIFE AND FOR LIFE INDEFINITELY

It can be so obviously seen that you have no life in reality and hence you carry on with editing pages on Wikipedia,which is another big joke, like you. In fact, it is jokers like you that make Wikipedia an unreliable piece of crap that the world laughs on. You thought you can block users who edit articles that are wrongly written to project a """"good"""" image like that C-grade item song sleaze actress Payal Rohatgi. On the account of hello5678, when I edited to write the truth, since I work with the media and knew the actual truth, you did what you knew best - to block accounts and even have the foolish audacity to write that it did not seem I was a journalist. Your block anyways went futile ( like all your remaining blocks on other users go, and future blocks will be going ) since as I had said, there are a million computers to comment and reply from. It just depends on my wish if I want to respond to idle losers like you and whether I have the time to do so. Once and for all, I am doing it this time, and won't remove time for worthless people like you again.
 
You had some advice on how I should spend my """"blocked time"""" by reading WP:Dispute pages on Wikipedia so that I have better ideas on dealing with disputes. Actually ,you need better ideas to deal with life. I am not foolish like you to spend any amount of my time bothering about rubbish written by stupid people like you who have no work in real life and spend days editing pages on Wikipedia/ Scribblebook that no one bothers to read. Some people are just unfortunate like you and 2over0. And if you are troubled by my calling that actress """"sleazy"""", then that's your problem. Cos that's the only work she has done and the press uses precisely that term while referencing her work. You also spoke about writing """"accurate"""" information on wikipedia. Ironic, when you don't even bother finding out what is accurate, and spend endless hours blocking, and acting admin as if it is an important position in your life. Oh wait, that may be the only position you probably have or will have ever in your unfortunate life.
 
Carry on with your scribble game. And if you feel threatened by media exposure, then that shows you knew you were wrong. It's only when people are wrong that they feel threatened. Pity your personality. Also, you ended by writing that """" it's clear you aren't a journalist, and have no means of carrying out your threat """" - LOL. Sad, that you lived in that illusion. For JOKERS like you who are totally idle,and who scribble away in virtual pages on Wiki-scribble-pedia, will obviously withdraw from the truth. You yourself have no idea at all if I am a journalist, and you write that it's clear that I am not. Well, you are also inane and a clown to fool yourself. I had all means, and the said article has already been published. I had NO TIME to let you know, since I am a busy person, unlike you and do not find time to come scribble on virtual pages that clowns like you , 2OVERO, 2/0, AKERANS, MANAGERARC, FISHERQUEEN (yeah, we named you again - Suck it up),  KURU etc. do all your life. You will find that information, depending on which Godforsaken part of the world you live in.  And like last time, you can go ahead and block me this time too. For , no one cares two hoots for your silly blocking games. We do have a life, unlike losers like you. Maybe its time for you to go fish in real life, so that you can come anywhere remotely close to having a life - LOL.
SO, LOSERQUEEN, GROW UP and GET A LIFE, You IDLE CLOWN OR ELSE, YOU WILL REMAIN A LOSER ALL YOUR LIFE. WHO CARES ANYWAY WHAT INANE, PUERILE LOSERS LIKE YOU DO IN THEIR LIVES. Cos all you know best is to play edit and block games on your scribblebook called wikipedia. Scribble on cos anyway no one cares and I most certainly don't. Time for you to go fishing then, LOSERQUEEN. And I wont bother to check any replies or anything else ever, cos I dont have time unlike Idle LOSERS like you, Loserqueen. You are no where near a queen, but certainly are a huge ,filled with trash, dustbin. Pity you, unfortunate daft-LOSER- DUSTBIN. And the best last closing words to a daft dustbin like you are - FISH OFF""",1,0,0,0,1,0
144163,08b63913973fa662,"Get over yourself 

Your mad because I'm actually fighting back for whats right and I'm not going to let some random nimrod push me around. You know I'm right so report me all you want i couldn't care less.",1,0,0,0,0,0
106624,3a56c12fd1933d23,"On April 7, King Abdullah of Saudi Arabia has promised his country will recognize Kosovo. The King confirmed his stance during a meeting that he held with Albania's parliament speaker, Jozefina Topalli in Riyadh. Saudi King: We will recognize Kosovo",0,0,0,0,0,0
87914,eb24099738b4b7e7,"That can equally be said of ‘ñ’ and ‘ç’; however, once one learns what functions the tilde and the cedilla serve, they become pronunciatory aids to show that words like “piñata” and “façade” are pronounced as  (or, more usually, ) and  (or ) — and not as  and  (or ). As I said, the functions of the ʻokina, tilde, and cedilla could all be learnt very quickly by those who are unfamiliar therewith. Just because a character is only ever found in borrowed terms does not mean that it cannot function as a pronunciatory aid.",0,0,0,0,0,0
138135,e331dbb0477a6d67,"""

 Orphaned templates 

Hello. Thank you for removing """"deprecated"""" as a speedy criteria. You say there is no consensus that orphaned should not be a speedy criteria. I had another look, and I see 5 in favor and one making a joke. Perhaps you could have a look again, or explain to me what I am missing. You may post here, I'll watch your talk page.   """,0,0,0,0,0,0
101716,2056df3182a1d72d,"Help

The article on the philosopher Stuart Hampshire says (towards the end) that he was married to the philosopher Nancy Cartwright. The name Nancy Cartwright has an internal link, but it takes you to the page on an American actress of the same name. Could you please do the disambiguation thing here? I don't know how to. Thanks. Varada",0,0,0,0,0,0
107525,3ed4e6f85225baf1,"""
You cannot say what my intent was. You can assume bad faith and that I was trying to say something I was not as you did. It wasn't even a heated comment when I made it. You took it the wrong way. So in the future I won't use """"cancer"""" if people take it so offensively.  I do understand why it is a problem to a certain extent but usage in this case was not meant to be an overt personal attack but a cheeky response to George. Also, don't forget to block Nableezy for calling others """"cunts"""".  """,0,0,0,0,0,0
127367,a92f8b921e698cd4,"""
 Strong oppose I'll have to say that if the purpose of posting this on the WP:Gun talk page was to garner sympathy because we're likely to say, """"OOOHhh, yes, we should make Magazine a disambig page because that means that gun magazines will have an even footing with regular magazines..."""" well, the logic is lost on me.  A magazine is clearly something you read.  There are other uses, yes, but that's what the """"other uses"""" template is all about.  Probably half of the 50,000 hits on the firearms magazine article were probably ME! I'm again' it.   """,0,0,0,0,0,0
108229,428b761ffa5ad983,"Hey
What I know is that: the medal tables are filled anyway, because in the same article I'm seeing tables with different medal and time orders. So do not talk to me about rules. You, when you fill the meda tables, not follow and don't observe the actually order of the frames. I'm arranging them in a logical way: order of importance of the medals (gold-silver-bronze) + date order (first to last medal). What are you complaining about? I'm just fixing a giant mess.",0,0,0,0,0,0
97626,0a4ab43875b34dd7,"US vs. United States 

Hi. Is there a policy which advises abbreviating United States to US? I always prefer to write it as United States as it just seems kind of pointless to abbreviate it. Thanks. 2",0,0,0,0,0,0
73221,c3e1e41ac404e1e2,"OK thanks. No objection to its inclusion, although I think it would be more reliable to get a more direct source of Lawrence Tribe's position than NY Magazine's Greg Sargent's blog statement that he had a phone conversation with Tribe in which Tribe said such and such. ...",0,0,0,0,0,0
15522,28f80605f1060fd4,"""
 I don't want you to take sides but I wanted you to know exactly what's going on here. Your suggestion is much appreciated. Thank you, D  (Talk?)  """,0,0,0,0,0,0
103397,294de72f340f84ac,"""

Treatment topic bias
I find the wording in the treatment section regarding American health care rings of a bias. No one needs to be told that the U.S. is a developed country. """"Clarifying"""" that it's a developed country is unnecessary unless one was trying to point out something other than the U.S. as an example of a country who has privatized healthcare. To prevent that section sounding political and to protect the integrity of the article, it needs to be changed.""",0,0,0,0,0,0
98188,0d2b25b381985a98,"NeilN's constant agenda driven editing, non neutrality, edit warring, 3 R reverting, vandalism, censorship 

NIELN is one of the axe grinding editors that advance an agenda of non neutrality, edit warring, 3 R reverting, vandalism that are all forbidden by Wikipedia rules. NEILN shows why the majority of wikipedia articles are written by a tiny group of people with an agenda who hide behind rules in an attempt to censor freedom of expression and thought. Because of trolls and vandals like these no article on Wikipedia is allowed to be neutral or unbiased. Donating money to Wikimedia or Wikipedia is helping censorship and thought control. Every Wikipedia mod and admin edits are biased and wrong.",0,0,0,0,0,0
89933,f096e7c10e5cedb9,"""::::::I disagree. He is not calling you """"Chad"""" in referring to your real name as being """"Chad Bryant"""" thus violating the rule you stated above. Rather, he is calling you """"Chad"""" because of you being suspected as evading the 24 hour ban placed on  

""",0,0,0,0,0,0
69462,b9c619bb69555f7d,"==Jintropin==

This is a huge story and the article is incomplete without it's mention. As has been the case in so many other industries (automotive is next) the Chinese have built a lower-cost mousetrap. Jintropin is about 1/2 to 1/3 the cost and is readily available on the internet. It's the FIRST significant price drop EVER since gH became the drug d'jour for the anti-aging set.",0,0,0,0,0,0
83399,df223bbd2b5d4476,"I created this account because my other one got blocked. There's no rule against that.  Yes there is; it's called block evasion. As far as me having something against you personally, I've never heard of you before or seen anything of you before you put up the unblock request; as a checkuser, my tools include the ability to check to see if people are, as you were, abusing multiple accounts. :==( o )",0,0,0,0,0,0
104139,2d41a6fc2523a8f4,"Book of Elchasai 

I left some comments about your new article here.",0,0,0,0,0,0
